案號,類別,日期,問題,答案,來源網址
003036,食品安全,2025/03/31,亞滅培(Acetamiprid)是水溶性嗎？水溶性農藥用清水是否可以洗淨？,"1. 亞滅培是水溶性農藥。亞滅培目前已登記使用範圍為水溶性粒劑(SG)20%及水溶性粉劑(SP)20%，均為水溶性劑型。
2. 水溶性農藥僅表示農藥可溶解於水，不代表農藥施用於作物後能被水完全洗淨。農藥施用到作物後，依藥劑之特性會影響藥劑殘留於作物表面或被吸收進入植體內。以亞滅培為例，亞滅培為系統性藥劑，施用至作物後能被作物吸收並藉由維管束移行至全株，以達到防治害蟲的目的。  因此，作物上水溶性農藥殘留，不見得用清水可以完全洗淨，但經相關研究證實，農藥在植物體內會經代謝其殘留部位主要於作物表面，以流動水清洗可去除大多數農藥殘留，且食前處理包含清洗、去除非食用部位(如外葉、蒂頭、果皮)及加熱烹煮均有助於去除農藥殘留，可安心食用。
 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=cd70b0682d6af805e1cd02ab317dde8b
003035,作物健康管理與諮詢,2025/03/31,穩搭搭是免登資材，是否能用在有機田區？成分：棕櫚油 30%、橄欖油30%、磷酸二氫酸鈉40%。,"經洽詢農糧署，此產品因無進行有機農業相關的防治資材認證，且含磷酸二氫酸鈉是化學成分，因此目前並不能使用於有機田區。若未來您的田區有通過認證也可詢問認證單位此產品是否合乎相關的使用規範。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=410546d4401787298663cc5c83d4ada7
003034,生物農藥,2025/03/24,發光光桿菌對番茄刺皮癭蟎、胡瓜多食細蟎有防治效果嗎？,"有關發光光桿菌目前登記在木瓜葉螨類的防治，至於是否對於癭蟎或細蟎有防治效果，目前尚無測試數據。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=5cb1dc2789beda512c3024caaa3e67a1
003033,作物健康管理與諮詢,2025/03/24,溫室直立式種植洋香瓜種植在陽明山，去年10月開始種植今年一月初開始陸續結果，果子長不大、裂果嚴重是什麼原因？,"從照片研判瓜類不像病原菌感染，而瓜類在結果期裂果受環境因素影響較大，尤其實日夜溫、水分乾濕度差異過大。可先針對設施進行觀察，保持土壤均勻的含水量，並根據天氣變化適度調節設施溫度，另在小果後至採收前的時間降低灌溉的次數與水量，可以降低裂果的機會。此外在施肥上切勿使用過多氮肥，另補充適度鉀與鈣元素可維持細胞壁的堅固。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=735a50006ef92c03a0e5159345b95772
003031,作物健康管理與諮詢,2025/03/10,樹葉邊緣變褐色的原因？,"依照片研判應為花木類的褐斑病，本病原菌傳染力雖不強，但建議修除枯萎枝條，並將枯枝落葉確實清除銷毀；每年可適度施用有機肥以增加植株的生長勢避免病害發生。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=b717ccb4ef67d6673825d78c14c8cea7
003030,作物健康管理與諮詢,2025/03/10,鳳梨釋迦下土定植後，碰到寒冬有落葉的現象，葉子也都黃化，請問這樣的葉子黃化可能的原因是什麼，該如何防治？,"有關植株落葉的原因有很多，可能因植株定植後根系尚未生長完整，且冬季氣溫較低使植株生長勢較弱，而鳳梨釋迦亦須每年提供植株休養期，建議持續觀察數個月並期間適度補充肥料，待天氣暖和後再觀察植株的生長狀況。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=d1c0ff7de300166ff570e3d9cebd5eee
003029,雜草防治,2025/03/05,種植胡麻使用萌前除草劑（拉草）噴施已施作多季，但是馬齒莧（豬母奶）仍無法抑止？,"有關胡麻園雜草的防除，目前無核准使用之除草劑(依照農藥資訊服務網之登記範圍)。建議種植胡麻前5-7天可進行第一次淺整地(深度約10公分)以翻埋防除雜草，待植株生長約30公分(約1尺高)，於灌溉、施肥後進行中耕培土。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=549d5eb7486fd8979b7f0ef5da4fc9e5
003028,雜草防治,2025/02/19,自行調配氯酸鈉除草劑時，600g氯酸鈉加水多少CC為一般市面上相同產品？相關調配程序為何？及相關注意事項？,"氯酸鈉具有強氧化性，與有機物或含有氧、磷、氧等具還原性之物質摩擦或撞擊能引起燃燒與爆炸，建議勿自行貯存原料調配使用，避免運輸與貯存時造成自身或他人之危害。建議使用已登記之農用氯酸鈉產品，產品為已經稀釋之溶液劑型，遵守農藥標示使用方法與注意事項，為較安全及有保障的農藥使用方式。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=568717a2d25d905f1d3c9142f4e43105
003027,教育推廣,2025/02/14,有關農藥管理人員訓練課程報名資格，都是專科以上學歷課程，因為務農有非常豐富的農藥使用經驗，想報名相關訓練的課程，並考取相關證照。,"依據現行法規【農藥管理人員訓練及管理辦法】第5條規定：參加農藥管理人員訓練者，應具公立或立案之私立專科以上學校或符合教育部採認規定之國外、大陸、香港或澳門地區專科以上學校畢業之資格條件。故「專科以下學歷」依規定是無法參加農藥管理人員訓練，建議先取得上述專科畢業條件後，即可參加此訓練。倘對於「農藥安全管理相關知識」有興趣的話，亦可考慮參加本所於【農民學院】辦理的相關課程(課程資訊網址：https://academy.moa.gov.tw/course.php'WS_id=24&grade_id=D&batch_id=6153)，此訓練無相關學歷限制。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=3744eb31cb993d73bac865c93f64cb41
003026,作物健康管理與諮詢,2025/02/06,木瓜種植成長慢、植株黃葉、葉疏、體弱、開花著果差、1年多未有任何收成，如何治療改善？,"從徵狀初步研判應當是病毒感染，導致葉片黃化而新葉無法展開，最終導致無法結果。病毒為木瓜常見的病原菌，由於目前並無藥劑可處理，建議將病株連根拔除銷毀後再種植新的木瓜苗，另病毒常以蚜蟲為媒介做傳播，未來在種植時須特別注意小型害蟲的防治。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=8ed3f861d0e418ceb8554fcd2eef43c4
003025,作物健康管理與諮詢,2025/02/06,蓮霧自葉子邊緣開始出現褐化現象，新葉尤為嚴重，葉緣向上捲曲褐化乾枯；最近天氣多雨，平均每天會降雨約2-4個小時，下雨時會伴隨強風，日均溫30度。是缺鈣導致的生理性病害或病菌感染造成？果園採友善栽培，如...,"從照片上看起來整株都有褐化乾枯的現象，應當不是缺鈣導致，另褐斑上無同心圓亦不是真菌感染；不知植株附近是否有焚燒雜草或死株，若有則可能因熱導致徵狀的發生，故褐斑處分布大部分在葉片波浪凹陷處。如有諮詢需求可來電本所病蟲害診斷中心：0800-022228 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=dbfc0a8b98d17d2af7c2d37404cdd1fa
003024,作物健康管理與諮詢,2025/01/20,附圖是哪種病蟲害或生理性病害，管理方式有哪邊需要強化？楊桃為友善栽培，如何用有機防治藥劑防治？,"1.僅能從提供果實受害圖片推測可能發生原因，不一定會很正確。從蒂頭附近水浸狀病徵及果肉木質化情形，推測可能是生理障礙所致。(1) 需再釐清：果實木質化是有套袋或沒有' 如果沒有，請觀察結果枝條葉片是否缺乏葉片遮陽，也有可能是輕微日燒所致。(2) 依您描述，連續降雨，又是友善栽培，推測可能缺鈣所致。請再觀察新梢葉片是否變小，枝條有點乾枯，花變少等。也要注意是否土壤中鉀含量偏高，導致影響鈣的吸收。缺鈣時，果實會呈現水浸狀，組織壞死現象。建議先以葉噴營養液，讓植株快速補鈣。
2.如果栽培地是偏酸性土壤，且經常下雨，也會影響土壤中鈣的吸收。必須全面性瞭解栽培場域的環境狀況。
3.友善栽培，針對病蟲害需要確認種類，有些病害可以使用微生物農藥、波爾多液、銅劑類、硫黃等資材。蟲蟎害等小型昆蟲可以使用礦物油、脂肪酸鹽類、柑橘精油、皂素等，蛾類可以使用蘇力菌。針對果實蠅除了套袋外，也可以使用誘引劑誘引，但需確認果實蠅種類，食物誘引劑如水解蛋白質。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=397aafe2bc8f32f7736f865e0644ae01
003023,作物健康管理與諮詢,2025/01/13,胡瓜上出現黃色斑點是病害造成的嗎？或是生理障礙或非生物因子？,"1. 從圖片推測可能是感染植物病毒所致。請觀察葉片上是否有畸型、捲曲或黃斑或黃點狀，或呈現葉脈綠色葉肉是黃色等病徵。病毒病害可能由蚜蟲、薊馬及粉蝨傳播，不同媒介昆蟲會傳播不同病毒。花胡瓜上常見的病毒多由這三種媒介傳播，尤其是薊馬傳播的甜瓜黃斑病毒，粉蝨傳播的南瓜捲葉菲律賓病毒及甜瓜黃斑病毒。您提供的圖片，推測由薊馬或粉蝨傳播的病毒所致。這些病毒會同時存在同一株上。
2. 至於為何種病毒感染，需進行檢測才能獲知。
3. 下期種植時，從苗期就要加強媒介昆蟲的防治，減緩病毒的蔓延。開花前若有發現疑似病株，建議拔除，若進入第一批果實，建議暫不理會，但要標上記號，田間管理時，要另外處理，避免因操作而讓病毒病害更加重。購買瓜苗時，要留意苗場的管理，儘量購買健康的苗，以免帶毒到本田。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=edc5db355eb01aa914c21f29d828f2ae
003022,農藥管理,2025/01/10,114年的農藥管理人員資格訓練有假日班可以上課嗎？,"1. 提供114年度較適合上課需求規劃供參選擇：  (1) 農藥所1梯次視訊課程(線上上課-星期一~五直播課程，僅需一天至農藥所測驗+實習)  (2) 國立嘉義大學(假日班，每週日上課)1梯次實體課程。
2.詳細農藥管理人員資格訓練簡章，預計2月公告於農藥所官網: https://www.acri.gov.tw/，教育訓練項下，最新課程公告中查詢相關資訊。
3.如有其他疑問，請來電洽詢04-23302101分機191馬小姐。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=c27aecd19b251933111023f529c5e676
003021,食品安全,2025/01/10,關於25%汰芬隆水懸劑的安全採收期甘藍夜蛾14天甘藍小菜蛾6天同一藥劑同一倍數下，安全期卻不同，該以哪個為標準？,"1. 25%汰芬隆水懸劑於甘藍小菜蛾、夜蛾之安全採收期分別為6天、14天之差異，主要是因為不同年度進行不同害蟲之試驗結果，可能因使用時期、試驗地區、作物品系等不同而有差異。
2. 兩種害蟲之每公頃每次用藥量略有差異。小菜蛾為0.67~1.3公升、夜蛾則是略高之1~1.5公升，應該也是安全採收期不一的原因。
3. 農藥使用應優先檢視核准之每公頃每次用藥量，其次才是稀釋倍數。甘藍依核准劑量於防治適期使用，至安全採收期後之農藥殘留應即可低於2 ppm之容許量標準。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=5ec1a0d9b4b5d450a5b408b70916badc
003020,農藥管理,2025/01/10,農藥代噴証照遺失該如何處理？,"有關農藥代噴証照遺失部分，屬於防檢署之業務，請至「農藥資訊服務網」檔案下載專區下載「農藥代噴技術人員證書」申請書填寫，連結為https://pesticide.aphia.gov.tw/information/Data/Download，若有任何問題可電洽防檢署02-23431401。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=72cdaa77ec105aa4642598ce2017f243
003019,農藥施用技術,2024/12/24,50%辛硫磷農藥可埋在根部地下嗎？,"有關辛硫磷為中國用語，臺灣之登記名稱為巴賽松，本藥在台灣僅登記為倉儲害蟲使用，不可用於田間環境。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=bbef2d26c7ac90b0e2db711168e6da15
003018,作物健康管理與諮詢,2024/12/16,附圖葉子的狀態會有可能是褐斑病嗎？只有一朵花蕾枯萎的現象是正常的嗎？發現有細小的蜘蛛網會不會也有葉蟎類的侵害？,"1.依所附3張圖片經檢視該植物應為玫瑰，二點葉蟎(俗稱紅蜘蛛)為此觀賞性植物主要害物之一，當數量多時會結網以利遷移至其他部位刺吸取食危害。
2.至於化學藥劑防治，目前登記之殺蟎劑有芬殺蟎、芬普蟎及阿納寧3種，相關防治藥劑之使用方法，請參考:https://otserv2.acri.gov.tw/PPM/PLC0101.aspx 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=c481b73480ca43a6ea8bf359bb48f616
003017,病蟲害防治,2024/12/11,附圖玫瑰花是什麼病症或病蟲害？,"依照片初步研判為鱗翅目的幼蟲為害，若家庭中有害蟲存在可嘗試懸掛黃色黏紙捕捉害蟲，也可以自製葵武(無)露施用進行防治。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=89626e6c2dfe6803ce928a834ea68bfb
003016,病蟲害防治,2024/12/11,附圖龍眼樹是什麼病症或病蟲害？,"雖然提供的照片有些模糊，但初步診斷為荔枝癭蚋與天牛的為害，請適度修剪有異常徵狀的枝條並注意有機質物有過分使用。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=5b185bf0e83f647766eeccb2c82fe721
003015,病蟲害防治,2024/12/11,田裡重雪蜜棗的果蠅很多，噴藥後沒有改善，應該怎麼處理？,"1.就所附3張圖片經檢視該害蟲為東方果實蠅，雌成蟲喜歡對蜜棗類果實產卵危害，對於果園有加裝網，可能網目不夠細，讓此果實蠅可趁隙鑽入危害。
2.至於化學藥劑防治，由於此害蟲行動飛翔能力強，一般噴藥較難收治，建議以含毒甲基丁香油誘殺雄成蟲兼以食物誘引劑(0.02%賜諾殺濃餌劑)誘殺雌成蟲等雙管齊下，可能較能收到防效，相關防治藥劑使用方法，請參考:https://otserv2.acri.gov.tw/PPM  
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=3b465a38ae12afcdf87f7999747a1cdf
